THEFT,OTHER THEFT,South Hampstead,E05013670,Camden,14,23,10,10,9,8,16,13,17,19,7,8,6,11,12,4,16,8,5,13,14,9,9,9
THEFT,SHOPLIFTING,South Hampstead,E05013670,Camden,7,8,16,9,6,7,6,7,14,3,12,17,20,16,10,18,8,20,15,16,19,31,27,26
THEFT,THEFT FROM THE PERSON,South Hampstead,E05013670,Camden,8,10,10,9,7,10,7,14,9,5,11,22,14,14,21,20,8,15,19,25,14,11,19,23
VEHICLE OFFENCES,AGGRAVATED VEHICLE TAKING,South Hampstead,E05013670,Camden,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEHICLE OFFENCES,INTERFERING WITH A MOTOR VEHICLE,South Hampstead,E05013670,Camden,2,2,2,0,0,1,0,1,0,2,0,1,1,4,0,0,2,1,0,4,0,0,0,0
VEHICLE OFFENCES,THEFT FROM A VEHICLE,South Hampstead,E05013670,Camden,9,7,6,10,9,3,14,11,11,7,11,6,7,14,7,14,11,7,10,9,9,6,10,6
VEHICLE OFFENCES,THEFT OR UNAUTH TAKING OF A MOTOR VEH,South Hampstead,E05013670,Camden,7,5,4,8,3,3,2,3,3,1,4,3,3,5,5,2,3,4,5,3,1,4,1,4
VIOLENCE AGAINST THE PERSON,VIOLENCE WITH INJURY,South Hampstead,E05013670,Camden,4,5,11,10,1,5,2,2,2,1,4,6,1,3,4,5,2,10,2,4,9,4,1,8
VIOLENCE AGAINST THE PERSON,VIOLENCE WITHOUT INJURY,South Hampstead,E05013670,Camden,8,14,16,13,11,22,16,9,11,17,11,8,8,16,8,14,5,16,9,12,8,10,9,18
ARSON AND CRIMINAL DAMAGE,ARSON,St Pancras & Somers Town,E05013669,Camden,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ARSON AND CRIMINAL DAMAGE,CRIMINAL DAMAGE,St Pancras & Somers Town,E05013669,Camden,7,11,13,7,9,6,12,6,12,4,9,9,10,12,13,7,8,10,7,7,10,9,7,6
BURGLARY,BURGLARY - RESIDENTIAL,St Pancras & Somers Town,E05013669,Camden,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,3,4,5,5,5,8,6,4,5
BURGLARY,BURGLARY BUSINESS AND COMMUNITY,St Pancras & Somers Town,E05013669,Camden,2,3,4,3,0,7,2,6,0,1,5,6,2,3,3,0,4,4,1,2,3,1,3,5
BURGLARY,BURGLARY IN A DWELLING,St Pancras & Somers Town,E05013669,Camden,4,4,6,3,3,4,4,4,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
DRUG OFFENCES,POSSESSION OF DRUGS,St Pancras & Somers Town,E05013669,Camden,2,7,3,4,1,1,4,6,8,8,16,6,5,6,8,1,3,5,4,2,0,8,6,4
DRUG OFFENCES,TRAFFICKING OF DRUGS,St Pancras & Somers Town,E05013669,Camden,6,10,5,3,2,1,0,5,1,0,1,1,9,4,8,9,5,7,10,13,35,9,13,18
MISCELLANEOUS CRIMES AGAINST SOCIETY,MISC CRIMES AGAINST SOCIETY,St Pancras & Somers Town,E05013669,Camden,0,0,1,1,3,2,0,1,0,1,1,0,1,2,0,0,0,1,2,0,2,1,1,2
POSSESSION OF WEAPONS,POSSESSION OF WEAPONS,St Pancras & Somers Town,E05013669,Camden,0,2,0,0,0,1,0,3,0,0,1,0,1,1,0,2,0,0,2,0,2,1,0,1
PUBLIC ORDER OFFENCES,OTHER OFFENCES PUBLIC ORDER,St Pancras & Somers Town,E05013669,Camden,1,5,2,1,6,1,2,1,0,1,1,3,0,2,5,2,2,1,1,2,0,1,1,0
PUBLIC ORDER OFFENCES,PUBLIC FEAR ALARM OR DISTRESS,St Pancras & Somers Town,E05013669,Camden,13,5,8,9,4,7,11,8,7,6,15,7,6,7,2,3,9,6,11,7,1,4,5,8
PUBLIC ORDER OFFENCES,RACE OR RELIGIOUS AGG PUBLIC FEAR,St Pancras & Somers Town,E05013669,Camden,3,2,3,3,2,1,5,2,3,0,1,1,2,4,1,2,2,1,3,4,4,1,1,2
PUBLIC ORDER OFFENCES,VIOLENT DISORDER,St Pancras & Somers Town,E05013669,Camden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROBBERY,ROBBERY OF BUSINESS PROPERTY,St Pancras & Somers Town,E05013669,Camden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ROBBERY,ROBBERY OF PERSONAL PROPERTY,St Pancras & Somers Town,E05013669,Camden,9,4,2,3,6,9,5,8,4,4,11,5,3,5,4,10,8,3,11,16,6,8,11,5
SEXUAL OFFENCES,OTHER SEXUAL OFFENCES,St Pancras & Somers Town,E05013669,Camden,2,3,5,4,4,2,4,1,5,2,5,1,2,5,6,3,2,7,1,4,5,3,3,2
SEXUAL OFFENCES,RAPE,St Pancras & Somers Town,E05013669,Camden,3,1,4,0,1,2,6,1,1,0,5,1,3,0,2,0,2,1,2,0,2,0,2,2
THEFT,BICYCLE THEFT,St Pancras & Somers Town,E05013669,Camden,7,11,6,12,1,4,4,3,5,2,7,1,3,3,3,2,8,7,8,6,3,6,4,5
THEFT,OTHER THEFT,St Pancras & Somers Town,E05013669,Camden,23,36,25,25,30,33,39,32,30,28,30,17,19,29,27,23,24,23,28,25,33,41,29,24
THEFT,SHOPLIFTING,St Pancras & Somers Town,E05013669,Camden,0,3,1,0,0,1,3,0,3,2,2,1,1,1,2,1,2,3,3,1,0,1,0,0
THEFT,THEFT FROM THE PERSON,St Pancras & Somers Town,E05013669,Camden,15,17,6,5,15,10,18,20,8,13,13,20,23,13,24,34,26,28,40,26,28,22,29,25
VEHICLE OFFENCES,AGGRAVATED VEHICLE TAKING,St Pancras & Somers Town,E05013669,Camden,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VEHICLE OFFENCES,INTERFERING WITH A MOTOR VEHICLE,St Pancras & Somers Town,E05013669,Camden,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,1,3,1,1,0
VEHICLE OFFENCES,THEFT FROM A VEHICLE,St Pancras & Somers Town,E05013669,Camden,8,21,9,8,8,4,4,7,9,2,10,5,5,11,3,8,8,3,7,8,12,6,10,6
VEHICLE OFFENCES,THEFT OR UNAUTH TAKING OF A MOTOR VEH,St Pancras & Somers Town,E05013669,Camden,2,1,3,0,2,2,2,3,2,3,2,3,6,6,4,6,1,2,1,2,5,3,3,2
VIOLENCE AGAINST THE PERSON,HOMICIDE,St Pancras & Somers Town,E05013669,Camden,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VIOLENCE AGAINST THE PERSON,VIOLENCE WITH INJURY,St Pancras & Somers Town,E05013669,Camden,19,9,9,24,17,19,15,8,23,11,20,13,10,14,6,16,8,15,14,7,14,11,4,9
VIOLENCE AGAINST THE PERSON,VIOLENCE WITHOUT INJURY,St Pancras & Somers Town,E05013669,Camden,39,31,41,45,24,30,47,26,29,44,22,21,23,31,28,23,21,25,27,23,30,20,25,29
ARSON AND CRIMINAL DAMAGE,ARSON,West Hampstead,E05013671,Camden,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ARSON AND CRIMINAL DAMAGE,CRIMINAL DAMAGE,West Hampstead,E05013671,Camden,7,9,10,6,10,14,4,11,11,7,6,5,8,6,7,6,2,3,6,2,1,4,4,9
BURGLARY,BURGLARY - RESIDENTIAL,West Hampstead,E05013671,Camden,0,0,0,0,0,0,0,0,0,0,0,2,6,3,3,8,11,11,3,4,2,4,7,5
BURGLARY,BURGLARY BUSINESS AND COMMUNITY,West Hampstead,E05013671,Camden,9,5,5,3,6,1,5,0,4,5,4,1,5,2,8,4,3,4,1,0,4,8,3,3
BURGLARY,BURGLARY IN A DWELLING,West Hampstead,E05013671,Camden,5,2,6,6,11,8,6,7,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0
DRUG OFFENCES,POSSESSION OF DRUGS,West Hampstead,E05013671,Camden,0,1,1,1,1,0,2,0,1,1,1,0,1,0,1,3,1,1,0,1,0,1,2,0
DRUG OFFENCES,TRAFFICKING OF DRUGS,West Hampstead,E05013671,Camden,1,2,0,0,0,0,0,3,0,1,0,1,0,1,1,0,0,0,0,3,2,5,6,5
MISCELLANEOUS CRIMES AGAINST SOCIETY,MISC CRIMES AGAINST SOCIETY,West Hampstead,E05013671,Camden,7,1,0,1,1,0,0,5,0,0,0,0,1,0,1,3,0,1,0,3,0,0,0,1
POSSESSION OF WEAPONS,POSSESSION OF WEAPONS,West Hampstead,E05013671,Camden,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
PUBLIC ORDER OFFENCES,OTHER OFFENCES PUBLIC ORDER,West Hampstead,E05013671,Camden,0,0,0,1,0,0,1,0,3,0,1,2,0,0,0,3,2,0,0,1,1,0,0,0
PUBLIC ORDER OFFENCES,PUBLIC FEAR ALARM OR DISTRESS,West Hampstead,E05013671,Camden,6,6,8,6,2,4,5,11,10,1,6,4,6,5,5,4,4,6,5,5,5,8,0,8
PUBLIC ORDER OFFENCES,RACE OR RELIGIOUS AGG PUBLIC FEAR,West Hampstead,E05013671,Camden,4,0,3,1,2,0,1,6,1,2,1,1,3,1,2,1,2,1,0,2,0,2,0,0
ROBBERY,ROBBERY OF BUSINESS PROPERTY,West Hampstead,E05013671,Camden,1,1,1,2,2,1,2,2,6,2,2,4,4,1,2,2,3,1,4,0,0,1,0,1
ROBBERY,ROBBERY OF PERSONAL PROPERTY,West Hampstead,E05013671,Camden,1,1,2,2,4,0,0,3,4,8,2,3,5,2,3,3,3,2,3,5,2,1,2,0
SEXUAL OFFENCES,OTHER SEXUAL OFFENCES,West Hampstead,E05013671,Camden,1,6,0,1,1,1,1,1,1,0,0,0,1,2,0,2,2,1,1,1,0,1,0,1
SEXUAL OFFENCES,RAPE,West Hampstead,E05013671,Camden,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1
THEFT,BICYCLE THEFT,West Hampstead,E05013671,Camden,5,1,3,2,2,3,2,0,0,2,2,1,1,5,0,2,1,2,2,2,1,0,3,0
THEFT,OTHER THEFT,West Hampstead,E05013671,Camden,16,13,21,27,9,17,11,12,14,13,22,13,10,13,18,9,15,14,17,13,21,13,12,18
THEFT,SHOPLIFTING,West Hampstead,E05013671,Camden,23,28,28,34,10,11,9,26,23,21,22,34,30,37,22,16,11,24,15,18,16,15,16,16
THEFT,THEFT FROM THE PERSON,West Hampstead,E05013671,Camden,16,15,9,11,10,7,19,18,14,8,22,19,14,12,19,14,10,13,15,31,23,11,24,13
VEHICLE OFFENCES,INTERFERING WITH A MOTOR VEHICLE,West Hampstead,E05013671,Camden,1,0,2,3,0,2,0,0,4,2,1,1,1,2,2,1,1,1,1,0,0,2,0,1
VEHICLE OFFENCES,THEFT FROM A VEHICLE,West Hampstead,E05013671,Camden,18,9,11,7,4,8,11,2,7,10,13,8,8,5,6,11,14,7,6,16,13,7,4,6
VEHICLE OFFENCES,THEFT OR UNAUTH TAKING OF A MOTOR VEH,West Hampstead,E05013671,Camden,4,5,3,1,1,4,5,5,0,4,4,2,2,2,3,3,2,3,3,5,2,7,0,1
VIOLENCE AGAINST THE PERSON,VIOLENCE WITH INJURY,West Hampstead,E05013671,Camden,9,7,7,3,4,5,7,11,7,11,8,4,4,3,5,6,4,7,3,5,4,3,0,2
VIOLENCE AGAINST THE PERSON,VIOLENCE WITHOUT INJURY,West Hampstead,E05013671,Camden,18,20,17,21,19,15,10,13,19,15,18,18,14,11,14,14,8,14,14,14,17,9,12,10
ARSON AND CRIMINAL DAMAGE,ARSON,Addiscombe East,E05011462,Croydon,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ARSON AND CRIMINAL DAMAGE,CRIMINAL DAMAGE,Addiscombe East,E05011462,Croydon,5,8,3,5,7,4,2,6,5,3,7,6,4,6,7,6,4,2,5,2,7,2,5,7
BURGLARY,BURGLARY - RESIDENTIAL,Addiscombe East,E05011462,Croydon,0,0,0,0,0,0,0,0,0,0,0,10,6,1,3,0,2,5,1,0,3,3,3,9
BURGLARY,BURGLARY BUSINESS AND COMMUNITY,Addiscombe East,E05011462,Croydon,1,4,3,3,2,1,4,5,1,2,3,7,1,1,3,0,0,0,0,1,0,2,0,1
BURGLARY,BURGLARY IN A DWELLING,Addiscombe East,E05011462,Croydon,6,1,1,3,2,4,1,2,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
DRUG OFFENCES,POSSESSION OF DRUGS,Addiscombe East,E05011462,Croydon,0,4,0,0,2,0,1,0,1,0,0,2,0,3,0,1,1,0,3,1,1,0,1,0
DRUG OFFENCES,TRAFFICKING OF DRUGS,Addiscombe East,E05011462,Croydon,0,0,1,0,1,0,0,0,0,1,0,0,2,0,2,4,1,2,3,6,2,1,2,1
FRAUD AND FORGERY,FRAUD AND FORGERY,Addiscombe East,E05011462,Croydon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MISCELLANEOUS CRIMES AGAINST SOCIETY,MISC CRIMES AGAINST SOCIETY,Addiscombe East,E05011462,Croydon,1,4,1,0,0,1,2,2,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1
POSSESSION OF WEAPONS,POSSESSION OF WEAPONS,Addiscombe East,E05011462,Croydon,0,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1
PUBLIC ORDER OFFENCES,OTHER OFFENCES PUBLIC ORDER,Addiscombe East,E05011462,Croydon,1,0,1,0,0,0,1,0,0,0,0,1,1,0,2,0,1,1,1,0,0,0,1,1
PUBLIC ORDER OFFENCES,PUBLIC FEAR ALARM OR DISTRESS,Addiscombe East,E05011462,Croydon,5,2,1,2,2,2,4,2,2,6,4,4,3,5,1,3,1,0,4,3,4,2,0,4
PUBLIC ORDER OFFENCES,RACE OR RELIGIOUS AGG PUBLIC FEAR,Addiscombe East,E05011462,Croydon,1,3,0,1,0,3,2,0,0,1,2,1,1,0,0,0,1,1,5,2,0,0,1,1
ROBBERY,ROBBERY OF BUSINESS PROPERTY,Addiscombe East,E05011462,Croydon,0,0,3,3,3,0,0,0,2,0,0,2,0,1,0,0,1,1,1,0,2,1,1,0
ROBBERY,ROBBERY OF PERSONAL PROPERTY,Addiscombe East,E05011462,Croydon,1,3,2,2,0,1,6,2,2,16,8,4,0,1,1,0,1,3,2,5,3,1,2,3
SEXUAL OFFENCES,OTHER SEXUAL OFFENCES,Addiscombe East,E05011462,Croydon,3,2,2,0,0,1,3,1,1,0,1,0,0,2,0,1,2,3,0,0,0,0,4,3
SEXUAL OFFENCES,RAPE,Addiscombe East,E05011462,Croydon,3,1,0,1,2,1,2,1,2,0,1,3,0,1,2,1,1,3,1,2,0,1,1,0
THEFT,BICYCLE THEFT,Addiscombe East,E05011462,Croydon,2,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
THEFT,OTHER THEFT,Addiscombe East,E05011462,Croydon,7,8,4,12,5,3,13,7,8,9,5,4,7,5,5,3,8,0,3,9,4,5,4,6
THEFT,SHOPLIFTING,Addiscombe East,E05011462,Croydon,7,7,3,5,5,13,9,11,17,19,10,23,9,22,9,3,5,10,14,8,6,2,3,6
THEFT,THEFT FROM THE PERSON,Addiscombe East,E05011462,Croydon,1,2,1,3,1,1,0,1,0,0,2,0,0,2,0,0,2,3,1,0,1,1,1,1
VEHICLE OFFENCES,AGGRAVATED VEHICLE TAKING,Addiscombe East,E05011462,Croydon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
VEHICLE OFFENCES,INTERFERING WITH A MOTOR VEHICLE,Addiscombe East,E05011462,Croydon,0,2,0,0,1,2,0,1,0,1,1,0,2,3,0,2,0,0,1,1,3,0,0,1
VEHICLE OFFENCES,THEFT FROM A VEHICLE,Addiscombe East,E05011462,Croydon,3,3,0,7,1,8,9,8,6,5,9,5,10,8,5,6,5,6,8,1,3,2,4,3
VEHICLE OFFENCES,THEFT OR UNAUTH TAKING OF A MOTOR VEH,Addiscombe East,E05011462,Croydon,4,1,2,7,2,6,7,5,2,3,3,3,6,5,6,2,6,4,6,7,3,4,1,4
VIOLENCE AGAINST THE PERSON,VIOLENCE WITH INJURY,Addiscombe East,E05011462,Croydon,7,9,5,10,6,7,9,5,4,7,9,5,5,2,5,4,3,0,4,9,7,5,4,11
VIOLENCE AGAINST THE PERSON,VIOLENCE WITHOUT INJURY,Addiscombe East,E05011462,Croydon,16,14,14,22,19,17,14,18,23,26,19,18,5,19,20,11,15,24,15,19,18,24,19,17
ARSON AND CRIMINAL DAMAGE,ARSON,Addiscombe West,E05011463,Croydon,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
ARSON AND CRIMINAL DAMAGE,CRIMINAL DAMAGE,Addiscombe West,E05011463,Croydon,7,7,11,7,8,10,9,13,10,13,10,5,9,5,8,10,6,12,10,11,18,6,5,9
BURGLARY,BURGLARY - RESIDENTIAL,Addiscombe West,E05011463,Croydon,0,0,0,0,0,0,0,0,0,0,1,9,5,4,9,5,4,13,8,6,9,3,2,9
BURGLARY,BURGLARY BUSINESS AND COMMUNITY,Addiscombe West,E05011463,Croydon,2,9,6,2,3,1,0,9,3,1,5,1,4,2,2,1,0,1,0,2,4,5,2,4
BURGLARY,BURGLARY IN A DWELLING,Addiscombe West,E05011463,Croydon,9,8,3,3,6,7,7,1,13,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0
DRUG OFFENCES,POSSESSION OF DRUGS,Addiscombe West,E05011463,Croydon,1,4,1,1,4,0,2,3,5,3,3,2,1,8,2,1,2,1,2,1,4,0,3,1
DRUG OFFENCES,TRAFFICKING OF DRUGS,Addiscombe West,E05011463,Croydon,1,0,1,3,2,1,0,1,2,1,0,2,1,2,0,1,2,7,2,2,1,4,2,8
MISCELLANEOUS CRIMES AGAINST SOCIETY,MISC CRIMES AGAINST SOCIETY,Addiscombe West,E05011463,Croydon,2,1,1,1,1,1,1,1,0,0,0,1,3,0,0,2,3,1,1,2,1,5,3,1
POSSESSION OF WEAPONS,POSSESSION OF WEAPONS,Addiscombe West,E05011463,Croydon,1,1,2,0,0,0,1,2,0,4,0,1,1,2,1,0,2,0,0,1,1,1,2,0
PUBLIC ORDER OFFENCES,OTHER OFFENCES PUBLIC ORDER,Addiscombe West,E05011463,Croydon,1,0,3,0,1,1,0,2,0,1,1,5,1,1,1,0,0,2,0,2,1,2,0,0
PUBLIC ORDER OFFENCES,PUBLIC FEAR ALARM OR DISTRESS,Addiscombe West,E05011463,Croydon,2,4,5,4,7,3,3,7,5,4,6,4,6,3,6,5,5,6,7,5,5,3,7,3
PUBLIC ORDER OFFENCES,RACE OR RELIGIOUS AGG PUBLIC FEAR,Addiscombe West,E05011463,Croydon,0,0,1,0,0,0,0,1,1,1,0,1,4,3,1,1,1,1,0,2,0,1,0,3
ROBBERY,ROBBERY OF BUSINESS PROPERTY,Addiscombe West,E05011463,Croydon,1,1,0,3,2,1,0,2,1,0,1,0,1,2,1,3,1,2,0,0,0,1,0,1
ROBBERY,ROBBERY OF PERSONAL PROPERTY,Addiscombe West,E05011463,Croydon,0,1,3,2,1,1,6,4,7,2,4,2,3,2,1,2,5,1,2,3,2,1,4,3
SEXUAL OFFENCES,OTHER SEXUAL OFFENCES,Addiscombe West,E05011463,Croydon,4,1,2,3,4,4,3,3,3,2,0,5,0,2,2,2,3,3,3,2,5,5,5,2
SEXUAL OFFENCES,RAPE,Addiscombe West,E05011463,Croydon,2,6,0,1,3,1,0,2,1,0,0,3,2,0,1,2,0,1,3,2,2,1,1,0
THEFT,BICYCLE THEFT,Addiscombe West,E05011463,Croydon,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,2,2,3,0,0,0,1,0
THEFT,OTHER THEFT,Addiscombe West,E05011463,Croydon,6,6,10,13,10,3,11,11,11,10,3,3,11,16,8,5,13,10,13,10,23,13,7,12
THEFT,SHOPLIFTING,Addiscombe West,E05011463,Croydon,9,5,10,7,2,0,7,17,7,10,9,14,56,66,22,17,36,30,25,16,11,8,16,14
THEFT,THEFT FROM THE PERSON,Addiscombe West,E05011463,Croydon,1,1,3,0,3,2,1,0,0,2,1,3,2,1,3,2,1,5,1,3,0,1,4,4
VEHICLE OFFENCES,AGGRAVATED VEHICLE TAKING,Addiscombe West,E05011463,Croydon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
VEHICLE OFFENCES,INTERFERING WITH A MOTOR VEHICLE,Addiscombe West,E05011463,Croydon,0,1,6,1,0,1,3,0,3,2,5,6,0,1,0,0,0,1,3,0,4,1,1,2
VEHICLE OFFENCES,THEFT FROM A VEHICLE,Addiscombe West,E05011463,Croydon,4,7,6,3,4,7,13,5,5,12,11,4,4,8,11,4,7,12,7,5,6,7,6,1
VEHICLE OFFENCES,THEFT OR UNAUTH TAKING OF A MOTOR VEH,Addiscombe West,E05011463,Croydon,1,10,6,8,6,4,8,5,8,7,4,2,5,4,3,1,12,1,4,6,1,2,3,7
VIOLENCE AGAINST THE PERSON,VIOLENCE WITH INJURY,Addiscombe West,E05011463,Croydon,12,10,8,10,11,12,11,8,6,7,7,9,6,10,10,11,16,7,8,10,9,8,5,7
VIOLENCE AGAINST THE PERSON,VIOLENCE WITHOUT INJURY,Addiscombe West,E05011463,Croydon,11,19,16,26,25,21,29,35,14,12,31,25,22,24,20,27,19,28,33,24,23,17,21,30
ARSON AND CRIMINAL DAMAGE,ARSON,Bensham Manor,E05011464,Croydon,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0
ARSON AND CRIMINAL DAMAGE,CRIMINAL DAMAGE,Bensham Manor,E05011464,Croydon,4,8,10,7,7,10,12,9,8,6,9,10,7,4,15,7,13,8,6,5,12,9,7,5
BURGLARY,BURGLARY - RESIDENTIAL,Bensham Manor,E05011464,Croydon,0,0,0,0,0,0,0,0,0,0,0,7,3,6,8,5,6,5,6,5,10,10,4,0
BURGLARY,BURGLARY BUSINESS AND COMMUNITY,Bensham Manor,E05011464,Croydon,0,0,2,0,0,4,0,0,0,1,1,0,0,1,2,2,0,0,2,1,1,1,1,0
BURGLARY,BURGLARY IN A DWELLING,Bensham Manor,E05011464,Croydon,1,1,4,5,2,4,6,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
DRUG OFFENCES,POSSESSION OF DRUGS,Bensham Manor,E05011464,Croydon,2,2,2,4,5,0,4,6,1,3,3,2,1,5,1,2,0,1,0,4,2,2,6,4
DRUG OFFENCES,TRAFFICKING OF DRUGS,Bensham Manor,E05011464,Croydon,1,2,0,1,2,0,3,3,1,0,2,1,6,2,0,0,3,2,0,4,5,4,5,2
MISCELLANEOUS CRIMES AGAINST SOCIETY,MISC CRIMES AGAINST SOCIETY,Bensham Manor,E05011464,Croydon,1,0,3,1,1,0,1,0,2,0,0,1,0,1,3,2,0,1,6,0,5,2,4,1
POSSESSION OF WEAPONS,POSSESSION OF WEAPONS,Bensham Manor,E05011464,Croydon,3,0,1,0,2,2,0,3,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0
PUBLIC ORDER OFFENCES,OTHER OFFENCES PUBLIC ORDER,Bensham Manor,E05011464,Croydon,1,0,3,1,0,1,1,2,2,0,0,0,2,2,1,0,2,1,1,2,1,2,0,0
PUBLIC ORDER OFFENCES,PUBLIC FEAR ALARM OR DISTRESS,Bensham Manor,E05011464,Croydon,4,4,6,4,0,5,3,3,5,2,4,5,3,0,4,6,1,3,1,4,6,2,3,3
PUBLIC ORDER OFFENCES,RACE OR RELIGIOUS AGG PUBLIC FEAR,Bensham Manor,E05011464,Croydon,4,2,3,1,0,1,2,0,0,1,0,0,0,0,2,3,1,1,0,5,2,0,0,0
ROBBERY,ROBBERY OF BUSINESS PROPERTY,Bensham Manor,E05011464,Croydon,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
ROBBERY,ROBBERY OF PERSONAL PROPERTY,Bensham Manor,E05011464,Croydon,2,0,1,4,2,5,3,6,3,2,5,4,0,7,2,0,6,3,5,2,2,3,4,4
SEXUAL OFFENCES,OTHER SEXUAL OFFENCES,Bensham Manor,E05011464,Croydon,1,4,0,0,2,0,1,4,2,4,1,0,2,3,0,2,1,1,1,8,4,0,5,2
SEXUAL OFFENCES,RAPE,Bensham Manor,E05011464,Croydon,0,0,1,2,9,2,2,2,2,3,4,0,0,2,2,5,3,5,2,1,5,2,1,0
THEFT,BICYCLE THEFT,Bensham Manor,E05011464,Croydon,0,2,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,3,1,1
THEFT,OTHER THEFT,Bensham Manor,E05011464,Croydon,8,6,14,12,9,2,8,9,8,9,10,6,10,7,10,9,7,7,9,12,7,6,3,14
THEFT,SHOPLIFTING,Bensham Manor,E05011464,Croydon,3,1,2,1,0,3,2,2,2,2,1,3,2,4,3,0,2,1,1,4,0,0,3,3
THEFT,THEFT FROM THE PERSON,Bensham Manor,E05011464,Croydon,2,4,2,3,2,3,0,0,0,1,1,2,2,1,1,2,3,3,2,1,1,2,1,1
VEHICLE OFFENCES,AGGRAVATED VEHICLE TAKING,Bensham Manor,E05011464,Croydon,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
VEHICLE OFFENCES,INTERFERING WITH A MOTOR VEHICLE,Bensham Manor,E05011464,Croydon,3,3,0,2,1,2,6,0,2,2,0,2,1,0,2,1,0,2,0,0,1,2,0,0
VEHICLE OFFENCES,THEFT FROM A VEHICLE,Bensham Manor,E05011464,Croydon,7,5,4,7,4,8,11,8,3,9,14,7,15,13,7,5,5,5,4,3,9,11,3,8
VEHICLE OFFENCES,THEFT OR UNAUTH TAKING OF A MOTOR VEH,Bensham Manor,E05011464,Croydon,4,6,6,11,10,8,2,8,8,9,9,6,5,8,1,10,8,6,9,1,4,4,3,9
VIOLENCE AGAINST THE PERSON,HOMICIDE,Bensham Manor,E05011464,Croydon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIOLENCE AGAINST THE PERSON,VIOLENCE WITH INJURY,Bensham Manor,E05011464,Croydon,11,11,9,12,15,14,8,9,9,11,6,8,6,12,23,14,15,10,9,6,10,8,8,13
VIOLENCE AGAINST THE PERSON,VIOLENCE WITHOUT INJURY,Bensham Manor,E05011464,Croydon,13,19,28,33,21,31,41,30,23,23,29,21,25,37,42,29,20,24,30,37,33,20,17,24
ARSON AND CRIMINAL DAMAGE,ARSON,Broad Green,E05011465,Croydon,0,1,0,4,2,2,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0,3
ARSON AND CRIMINAL DAMAGE,CRIMINAL DAMAGE,Broad Green,E05011465,Croydon,15,16,16,21,17,30,11,16,22,15,15,9,10,12,11,13,16,13,15,9,12,13,13,5
BURGLARY,BURGLARY - RESIDENTIAL,Broad Green,E05011465,Croydon,0,0,0,0,0,0,0,0,0,0,1,11,5,3,5,7,9,5,6,5,3,8,8,3
BURGLARY,BURGLARY BUSINESS AND COMMUNITY,Broad Green,E05011465,Croydon,2,1,2,1,4,4,1,6,4,2,5,2,3,6,3,6,3,5,3,3,3,2,0,3
BURGLARY,BURGLARY IN A DWELLING,Broad Green,E05011465,Croydon,5,5,0,8,5,4,4,11,11,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0
